,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
384,384,520,consumer,Recomendeitor_Plus,"[160, 93, 101, 181]",2248,"['series', 'movie']",32,4,2752,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 21), datetime.date(2022, 6, 25), datetime.date(2022, 5, 5), datetime.date(2022, 9, 6)]",1.95,86.0,122.42,1.0,1.0
385,385,521,content_creator,Recomendeitor_Plus,"[75, 197]",868,"['documentary', 'live']",8,2,816,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 2, 27), datetime.date(2022, 2, 28)]",3.80,102.0,94.01,1.0,1.0
386,386,522,content_creator,Recomendeitor_Plus,"[34, 181]",1358,"['documentary', 'series']",14,2,1260,['Recomendeitor_Plus'],7,"[datetime.date(2021, 2, 15), datetime.date(2021, 5, 8)]",2.10,90.0,92.78,1.0,0.29
387,387,524,admin,Recomendeitor_Plus,"[27, 166]",468,"['series', 'movie']",6,2,744,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 1, 29), datetime.date(2022, 8, 9)]",3.80,124.0,158.97,1.0,0.67
388,388,525,admin,Recomendeitor,"[105, 187, 159]",4644,"['short', 'series']",36,3,1476,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 4, 12), datetime.date(2021, 11, 14), datetime.date(2021, 12, 8)]",4.00,41.0,31.78,1.0,1.0
389,389,527,consumer,Recomendeitor_Plus,"[26, 167]",1836,"['short', 'live']",18,2,558,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 16), datetime.date(2022, 6, 4)]",4.00,31.0,30.39,1.0,0.67
390,390,528,admin,Recomendeitor_Plus,"[42, 46, 85, 151, 60]",4210,"['short', 'series', 'live', 'movie']",50,5,3490,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 9, 17), datetime.date(2022, 8, 21), datetime.date(2021, 10, 6), datetime.date(2022, 9, 18), datetime.date(2022, 5, 31)]",2.52,69.8,82.9,1.25,1.0
391,391,529,moderator,Recomendeitor_Plus,"[121, 178, 164]",969,"['documentary', 'live', 'movie']",9,3,834,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 2, 16), datetime.date(2022, 8, 3), datetime.date(2022, 6, 24)]",3.73,92.67,86.07,1.0,1.0
392,392,530,moderator,Recomendeitor,"[3, 169, 13, 109, 48, 148, 26]",7320,"['short', 'live', 'series']",84,7,7752,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 11, 30), datetime.date(2021, 5, 7), datetime.date(2021, 7, 12), datetime.date(2021, 5, 21), datetime.date(2021, 11, 8), datetime.date(2021, 3, 3), datetime.date(2021, 2, 10)]",3.56,92.29,105.9,1.0,1.17
393,393,531,content_creator,Recomendeitor_Plus,"[3, 141]",1108,['live'],8,2,1044,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 5, 10), datetime.date(2021, 8, 12)]",3.40,130.5,94.22,1.0,0.5
394,394,532,admin,Recomendeitor,"[176, 169, 42, 44]",4830,"['short', 'series', 'live', 'movie']",60,4,5595,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 19), datetime.date(2021, 10, 29), datetime.date(2021, 6, 24), datetime.date(2021, 2, 12)]",1.90,93.25,115.84,1.0,1.33
395,395,533,moderator,Recomendeitor_Plus,[98],488,['documentary'],8,1,112,['Recomendeitor'],4,"[datetime.date(2021, 11, 13)]",3.70,14.0,22.95,1.0,0.25
396,396,534,content_creator,Recomendeitor_Plus,"[142, 144, 53, 55, 93]",408,"['short', 'series', 'live']",5,5,659,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 7, 25), datetime.date(2021, 12, 27), datetime.date(2022, 8, 25), datetime.date(2021, 4, 17), datetime.date(2021, 3, 19)]",3.28,131.8,161.52,1.0,5.0
397,397,535,admin,Recomendeitor,[185],540,['live'],5,1,275,['Recomendeitor'],1,"[datetime.date(2021, 5, 10)]",2.00,55.0,50.93,1.0,1.0
398,398,537,moderator,Recomendeitor,"[9, 172, 143, 111, 23]",4095,"['short', 'documentary', 'series', 'live']",45,5,3393,['Recomendeitor_Plus'],3,"[datetime.date(2022, 7, 26), datetime.date(2022, 8, 29), datetime.date(2022, 3, 12), datetime.date(2022, 11, 27), datetime.date(2021, 9, 21)]",3.36,75.4,82.86,1.0,1.67
399,399,540,moderator,Recomendeitor,"[65, 197, 140, 15, 49, 54, 186]",12360,"['short', 'documentary', 'series', 'live']",140,7,13340,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 4, 17), datetime.date(2022, 5, 15), datetime.date(2022, 4, 22), datetime.date(2021, 9, 15), datetime.date(2021, 8, 18), datetime.date(2022, 12, 17), datetime.date(2022, 5, 28)]",3.18,95.29,107.93,1.0,1.4
400,400,541,admin,Recomendeitor_Plus,"[108, 157, 55, 88, 93]",2696,"['series', 'documentary', 'live', 'movie']",40,5,2704,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 7, 5), datetime.date(2021, 4, 20), datetime.date(2021, 2, 23), datetime.date(2022, 4, 28), datetime.date(2021, 1, 13)]",2.55,67.6,100.3,1.0,2.5
401,401,542,consumer,Recomendeitor_Plus,"[108, 176, 116, 26, 93]",1156,"['short', 'series', 'live', 'movie']",20,5,1444,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 6, 14), datetime.date(2022, 12, 18), datetime.date(2021, 9, 28), datetime.date(2022, 11, 18), datetime.date(2021, 7, 8)]",3.42,72.2,124.91,1.0,2.5
402,402,543,moderator,Recomendeitor,[80],288,['short'],6,1,366,['Recomendeitor'],3,"[datetime.date(2021, 3, 1)]",2.10,61.0,127.08,1.0,0.33
403,403,544,consumer,Recomendeitor_Plus,"[51, 45, 110]",662,"['short', 'documentary']",6,3,700,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 1), datetime.date(2021, 5, 21), datetime.date(2021, 7, 7)]",3.93,116.67,105.74,1.0,1.5
404,404,547,consumer,Recomendeitor_Plus,"[177, 106, 21]",492,"['documentary', 'movie']",6,3,616,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 1, 27), datetime.date(2021, 9, 28), datetime.date(2022, 1, 22)]",2.40,102.67,125.2,1.0,3.0
405,405,548,moderator,Recomendeitor,"[193, 75]",1050,"['documentary', 'movie']",12,2,1074,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 30), datetime.date(2021, 11, 17)]",3.65,89.5,102.29,1.0,0.67
406,406,549,consumer,Recomendeitor,"[108, 23]",428,"['series', 'movie']",8,2,1036,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 4, 23), datetime.date(2022, 2, 27)]",3.60,129.5,242.06,1.0,2.0
407,407,551,consumer,Recomendeitor_Plus,"[186, 73, 98, 130]",718,"['series', 'documentary', 'live']",8,4,736,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 1, 17), datetime.date(2021, 11, 26), datetime.date(2021, 11, 1), datetime.date(2021, 4, 15)]",3.12,92.0,102.51,1.0,4.0
408,408,552,admin,Recomendeitor,"[11, 69]",1431,"['short', 'live']",18,2,1269,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 8, 27), datetime.date(2022, 5, 20)]",2.85,70.5,88.68,1.0,0.67
409,409,553,consumer,Recomendeitor_Plus,"[42, 84]",390,"['live', 'movie']",12,2,1248,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 5, 23), datetime.date(2021, 12, 22)]",2.90,104.0,320.0,1.0,1.0
410,410,555,moderator,Recomendeitor_Plus,"[48, 26]",284,"['short', 'live']",4,2,308,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 23), datetime.date(2021, 2, 5)]",4.05,77.0,108.45,1.0,1.0
411,411,557,consumer,Recomendeitor,"[97, 163, 53, 25, 186]",500,"['short', 'series']",10,5,1034,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 12, 21), datetime.date(2021, 8, 2), datetime.date(2022, 4, 9), datetime.date(2022, 2, 22), datetime.date(2021, 1, 13)]",3.50,103.4,206.8,1.0,2.5
412,412,559,admin,Recomendeitor_Plus,"[133, 175, 30, 190, 31]",2934,"['short', 'series', 'movie']",30,5,3528,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 12, 3), datetime.date(2021, 2, 13), datetime.date(2021, 10, 22), datetime.date(2022, 12, 12), datetime.date(2021, 1, 8)]",2.76,117.6,120.25,1.0,1.67
413,413,560,moderator,Recomendeitor,"[185, 114, 86]",1176,"['series', 'live']",9,3,750,['Recomendeitor'],1,"[datetime.date(2022, 5, 19), datetime.date(2021, 7, 5), datetime.date(2021, 3, 12)]",2.77,83.33,63.78,1.0,3.0
414,414,561,admin,Recomendeitor_Plus,[56],264,['series'],2,1,118,['Recomendeitor'],2,"[datetime.date(2021, 3, 19)]",2.70,59.0,44.7,1.0,0.5
415,415,562,consumer,Recomendeitor,"[145, 124]",2976,"['live', 'movie']",24,2,456,['Recomendeitor'],4,"[datetime.date(2021, 9, 2), datetime.date(2022, 5, 26)]",2.85,19.0,15.32,1.0,0.5
416,416,565,consumer,Recomendeitor,[190],88,['short'],4,1,508,['Recomendeitor_Plus'],4,"[datetime.date(2021, 4, 7)]",1.00,127.0,577.27,1.0,0.25
417,417,566,admin,Recomendeitor_Plus,"[194, 139, 39]",1668,"['short', 'documentary', 'live']",12,3,820,['Recomendeitor'],4,"[datetime.date(2021, 11, 26), datetime.date(2022, 7, 2), datetime.date(2022, 3, 3)]",2.67,68.33,49.16,1.0,0.75
418,418,567,content_creator,Recomendeitor_Plus,"[200, 97, 132, 189]",322,"['short', 'live', 'series']",4,4,302,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 6, 2), datetime.date(2022, 5, 14), datetime.date(2021, 4, 24), datetime.date(2021, 5, 3)]",3.45,75.5,93.79,1.0,4.0
419,419,568,moderator,Recomendeitor_Plus,"[168, 112]",300,['documentary'],12,2,1098,['Recomendeitor_Plus'],3,"[datetime.date(2021, 4, 18), datetime.date(2022, 6, 14)]",3.75,91.5,366.0,1.0,0.67
420,420,570,admin,Recomendeitor_Plus,"[136, 57, 166]",2808,"['documentary', 'series', 'movie']",24,3,2272,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 7, 7), datetime.date(2021, 11, 30), datetime.date(2021, 9, 29)]",3.73,94.67,80.91,1.0,0.75
421,421,571,moderator,Recomendeitor_Plus,"[168, 17, 125, 87]",1100,"['short', 'documentary', 'movie']",16,4,1512,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 10, 7), datetime.date(2022, 9, 8), datetime.date(2021, 5, 1), datetime.date(2022, 5, 11)]",3.20,94.5,137.45,1.0,2.0
422,422,572,admin,Recomendeitor,"[49, 113, 71]",290,"['short', 'documentary', 'live']",6,3,560,['Recomendeitor_Plus'],1,"[datetime.date(2022, 4, 24), datetime.date(2022, 12, 19), datetime.date(2022, 5, 11)]",3.57,93.33,193.1,1.0,3.0
423,423,573,moderator,Recomendeitor,"[131, 68, 136, 84, 149]",1296,"['short', 'live', 'series', 'documentary']",20,5,1708,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 4, 19), datetime.date(2021, 10, 17), datetime.date(2022, 9, 28), datetime.date(2021, 9, 20), datetime.date(2021, 10, 1)]",3.62,85.4,131.79,1.0,2.5
424,424,574,moderator,Recomendeitor_Plus,"[17, 146, 6]",2528,"['short', 'documentary']",24,3,1952,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 13), datetime.date(2021, 3, 18), datetime.date(2021, 8, 18)]",3.13,81.33,77.22,1.0,1.5
425,425,575,moderator,Recomendeitor,"[110, 45, 134, 199]",3088,"['short', 'documentary', 'movie']",32,4,4424,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 1), datetime.date(2021, 6, 4), datetime.date(2021, 8, 20), datetime.date(2021, 3, 8)]",4.35,138.25,143.26,1.0,1.0
426,426,576,moderator,Recomendeitor,"[50, 18, 37]",2640,"['documentary', 'movie']",36,3,2748,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 1, 3), datetime.date(2021, 3, 25), datetime.date(2022, 1, 27)]",3.37,76.33,104.09,1.0,1.0
427,427,577,admin,Recomendeitor,[67],300,['short'],4,1,372,['Recomendeitor_Plus'],4,"[datetime.date(2021, 10, 25)]",1.30,93.0,124.0,1.0,0.25
428,428,578,moderator,Recomendeitor,"[57, 103]",552,"['documentary', 'series']",4,2,284,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 8, 11), datetime.date(2022, 7, 28)]",3.20,71.0,51.45,1.0,2.0
429,429,579,moderator,Recomendeitor_Plus,[162],1323,['documentary'],9,1,936,['Recomendeitor'],3,"[datetime.date(2021, 4, 14)]",4.90,104.0,70.75,1.0,0.33
430,430,580,content_creator,Recomendeitor,"[188, 196, 29]",824,"['live', 'series']",6,3,620,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 9, 1), datetime.date(2022, 1, 7), datetime.date(2022, 2, 21)]",3.63,103.33,75.24,1.0,1.5
431,431,583,content_creator,Recomendeitor,"[195, 110]",760,"['short', 'documentary']",40,2,1940,['Recomendeitor_Plus'],5,"[datetime.date(2021, 8, 24), datetime.date(2022, 8, 18)]",3.55,48.5,255.26,1.0,0.4
432,432,584,content_creator,Recomendeitor,"[130, 12, 30]",209,"['live', 'series']",3,3,290,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 5, 10), datetime.date(2021, 2, 22), datetime.date(2022, 5, 25)]",2.03,96.67,138.76,1.0,3.0
433,433,585,admin,Recomendeitor,[6],810,['short'],6,1,864,['Recomendeitor_Plus'],1,"[datetime.date(2022, 6, 6)]",1.90,144.0,106.67,1.0,1.0
434,434,587,admin,Recomendeitor,"[74, 150, 181, 126]",730,"['documentary', 'series', 'movie']",8,4,482,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 16), datetime.date(2021, 10, 23), datetime.date(2021, 12, 13), datetime.date(2021, 11, 19)]",3.28,60.25,66.03,1.0,4.0
435,435,588,content_creator,Recomendeitor_Plus,"[160, 35, 147, 46]",974,"['live', 'series', 'movie']",8,4,1346,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 2, 16), datetime.date(2021, 9, 7), datetime.date(2022, 7, 24), datetime.date(2021, 7, 30)]",2.62,168.25,138.19,1.0,4.0
436,436,590,moderator,Recomendeitor_Plus,[139],4950,['live'],30,1,1260,['Recomendeitor_Plus'],6,"[datetime.date(2021, 2, 27)]",3.90,42.0,25.45,1.0,0.17
437,437,592,admin,Recomendeitor,"[196, 118]",1518,"['documentary', 'series']",12,2,1020,['Recomendeitor_Plus'],2,"[datetime.date(2022, 9, 22), datetime.date(2021, 3, 17)]",2.05,85.0,67.19,1.0,1.0
438,438,593,admin,Recomendeitor,[9],322,['short'],2,1,308,['Recomendeitor_Plus'],1,"[datetime.date(2022, 1, 5)]",3.90,154.0,95.65,1.0,1.0
439,439,595,moderator,Recomendeitor_Plus,"[81, 141]",1020,"['documentary', 'live']",10,2,820,['Recomendeitor'],1,"[datetime.date(2021, 3, 31), datetime.date(2021, 6, 26)]",2.40,82.0,80.39,1.0,2.0
440,440,596,admin,Recomendeitor,"[58, 134, 55]",780,"['documentary', 'live', 'movie']",9,3,984,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 30), datetime.date(2022, 5, 30), datetime.date(2021, 8, 12)]",3.77,109.33,126.15,1.0,1.0
441,441,597,admin,Recomendeitor,"[58, 106, 7]",1728,"['series', 'movie']",24,3,2088,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 10, 26), datetime.date(2021, 6, 19), datetime.date(2022, 11, 17)]",2.30,87.0,120.83,1.0,1.5
442,442,598,admin,Recomendeitor_Plus,"[51, 140, 171]",650,"['short', 'series']",6,3,356,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 1, 11), datetime.date(2021, 6, 12), datetime.date(2021, 10, 1)]",3.47,59.33,54.77,1.0,1.5
443,443,599,consumer,Recomendeitor_Plus,"[31, 157, 86, 79]",6264,"['documentary', 'series', 'movie']",48,4,5268,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 4, 6), datetime.date(2022, 10, 5), datetime.date(2022, 9, 17), datetime.date(2021, 12, 10)]",2.92,109.75,84.1,1.0,1.0
444,444,601,content_creator,Recomendeitor_Plus,"[116, 146, 140, 77]",4692,"['short', 'documentary', 'series', 'movie']",48,4,4620,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 6, 20), datetime.date(2022, 6, 8), datetime.date(2021, 5, 29), datetime.date(2022, 1, 6)]",3.52,96.25,98.47,1.0,2.0
445,445,602,moderator,Recomendeitor_Plus,"[153, 107, 102]",812,"['documentary', 'series', 'movie']",12,3,848,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 13), datetime.date(2021, 11, 30), datetime.date(2022, 8, 30)]",2.35,70.67,104.43,1.0,1.5
446,446,604,moderator,Recomendeitor,[93],64,['series'],2,1,24,['Recomendeitor_Plus'],1,"[datetime.date(2021, 10, 27)]",1.90,12.0,37.5,1.0,1.0
447,447,605,consumer,Recomendeitor,"[58, 4]",152,"['series', 'movie']",4,2,76,['Recomendeitor'],1,"[datetime.date(2022, 7, 30), datetime.date(2022, 9, 10)]",2.40,19.0,50.0,1.0,2.0
448,448,606,admin,Recomendeitor,"[132, 73, 41, 107, 52, 185]",6704,"['short', 'live', 'series', 'documentary']",96,6,11232,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 3, 17), datetime.date(2022, 11, 10), datetime.date(2021, 9, 15), datetime.date(2022, 3, 21), datetime.date(2021, 2, 10), datetime.date(2021, 1, 19)]",2.50,117.0,167.54,1.0,1.5
449,449,609,content_creator,Recomendeitor_Plus,[177],138,['documentary'],3,1,495,['Recomendeitor_Plus'],1,"[datetime.date(2021, 10, 31)]",1.50,165.0,358.7,1.0,1.0
450,450,610,consumer,Recomendeitor,"[176, 161, 20, 70]",3682,"['short', 'live']",28,4,2772,"['Recomendeitor_Plus', 'Recomendeitor']",7,"[datetime.date(2022, 3, 14), datetime.date(2021, 11, 14), datetime.date(2022, 1, 24), datetime.date(2021, 7, 12)]",2.53,99.0,75.29,1.0,0.57
451,451,611,consumer,Recomendeitor,"[70, 43, 17, 118, 31, 95, 159]",4992,"['short', 'documentary', 'live', 'movie']",42,7,2568,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 5), datetime.date(2021, 4, 20), datetime.date(2021, 6, 16), datetime.date(2021, 7, 22), datetime.date(2022, 3, 29), datetime.date(2022, 10, 4), datetime.date(2021, 3, 2)]",3.40,61.14,51.44,1.0,2.33
452,452,612,consumer,Recomendeitor_Plus,"[154, 135]",199,"['documentary', 'movie']",2,2,85,['Recomendeitor_Plus'],1,"[datetime.date(2021, 11, 16), datetime.date(2022, 2, 9)]",2.80,42.5,42.71,1.0,2.0
453,453,613,content_creator,Recomendeitor,"[56, 190, 126]",2172,"['short', 'series']",36,3,1200,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 5, 7), datetime.date(2022, 10, 12), datetime.date(2021, 8, 5)]",2.53,33.33,55.25,1.0,0.75
454,454,614,moderator,Recomendeitor_Plus,"[50, 37, 87]",1235,"['short', 'movie']",15,3,1185,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 2, 18), datetime.date(2022, 7, 13), datetime.date(2021, 12, 15)]",2.83,79.0,95.95,1.0,0.6
455,455,615,content_creator,Recomendeitor_Plus,"[128, 35, 21, 181]",2232,"['series', 'movie']",32,4,3384,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 5, 20), datetime.date(2022, 4, 15), datetime.date(2021, 3, 8), datetime.date(2022, 9, 1)]",2.35,105.75,151.61,1.0,2.0
456,456,616,moderator,Recomendeitor,"[193, 106, 10, 138, 45]",578,"['short', 'series', 'movie']",5,5,313,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 9, 1), datetime.date(2021, 6, 4), datetime.date(2022, 9, 5), datetime.date(2021, 12, 10), datetime.date(2022, 8, 9)]",2.98,62.6,54.15,1.0,5.0
457,457,617,content_creator,Recomendeitor_Plus,[20],160,['live'],2,1,210,['Recomendeitor_Plus'],2,"[datetime.date(2021, 7, 16)]",1.20,105.0,131.25,1.0,0.5
458,458,618,content_creator,Recomendeitor,"[131, 100, 9, 137, 77, 47]",2328,"['short', 'documentary', 'movie']",24,6,2640,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 11, 2), datetime.date(2022, 5, 12), datetime.date(2022, 9, 17), datetime.date(2022, 9, 28), datetime.date(2021, 9, 15), datetime.date(2022, 3, 12)]",3.30,110.0,113.4,1.0,3.0
459,459,619,consumer,Recomendeitor,[188],684,['live'],6,1,366,['Recomendeitor_Plus'],3,"[datetime.date(2022, 6, 21)]",4.30,61.0,53.51,1.0,0.33
460,460,622,moderator,Recomendeitor_Plus,"[169, 14, 19, 153, 154, 127]",1458,"['live', 'documentary', 'series', 'movie']",12,6,1060,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 30), datetime.date(2022, 1, 16), datetime.date(2022, 3, 16), datetime.date(2021, 7, 2), datetime.date(2022, 9, 24), datetime.date(2022, 12, 21)]",3.00,88.33,72.7,1.0,3.0
461,461,623,admin,Recomendeitor,"[124, 23]",712,"['series', 'movie']",8,2,856,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 4), datetime.date(2022, 10, 21)]",3.00,107.0,120.22,1.0,1.0
462,462,624,content_creator,Recomendeitor,"[186, 58, 52]",620,"['series', 'movie']",15,3,1045,['Recomendeitor_Plus'],1,"[datetime.date(2022, 6, 21), datetime.date(2021, 2, 10), datetime.date(2022, 9, 18)]",2.93,69.67,168.55,1.0,3.0
463,463,625,content_creator,Recomendeitor,[74],2322,['movie'],18,1,1062,['Recomendeitor_Plus'],6,"[datetime.date(2022, 9, 15)]",3.80,59.0,45.74,1.0,0.17
464,464,628,admin,Recomendeitor_Plus,"[32, 16, 71, 63]",4338,"['short', 'live', 'movie']",36,4,1620,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 2, 22), datetime.date(2022, 3, 7), datetime.date(2021, 8, 1), datetime.date(2021, 12, 5)]",2.78,45.0,37.34,1.0,1.33
465,465,630,admin,Recomendeitor_Plus,"[129, 38, 70, 112, 23, 28]",822,"['short', 'live', 'series', 'documentary']",12,6,632,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 6, 7), datetime.date(2022, 10, 2), datetime.date(2021, 9, 12), datetime.date(2022, 1, 7), datetime.date(2021, 9, 20), datetime.date(2021, 6, 30)]",2.78,52.67,76.89,1.0,6.0
466,466,631,admin,Recomendeitor_Plus,"[40, 2, 53]",298,"['short', 'live']",6,3,562,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 6, 16), datetime.date(2022, 8, 3), datetime.date(2021, 12, 6)]",2.73,93.67,188.59,1.0,3.0
467,467,632,admin,Recomendeitor_Plus,[2],252,['live'],4,1,224,['Recomendeitor_Plus'],2,"[datetime.date(2022, 3, 9)]",2.40,56.0,88.89,1.0,0.5
468,468,634,content_creator,Recomendeitor,"[175, 15, 179, 188, 159]",5031,"['short', 'documentary', 'live']",45,5,3492,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 3, 16), datetime.date(2021, 7, 20), datetime.date(2022, 3, 24), datetime.date(2021, 11, 6), datetime.date(2021, 5, 27)]",3.00,77.6,69.41,1.0,1.67
469,469,635,moderator,Recomendeitor,"[1, 3]",446,['live'],4,2,278,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 6, 5), datetime.date(2022, 8, 9)]",2.85,69.5,62.33,1.0,1.0
470,470,636,content_creator,Recomendeitor_Plus,[115],504,['live'],3,1,165,['Recomendeitor'],3,"[datetime.date(2022, 12, 29)]",1.30,55.0,32.74,1.0,0.33
471,471,638,consumer,Recomendeitor,"[32, 9, 186, 188]",952,"['short', 'live', 'series']",8,4,326,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 8, 14), datetime.date(2021, 1, 18), datetime.date(2022, 4, 20), datetime.date(2022, 10, 14)]",3.52,40.75,34.24,1.0,4.0
472,472,639,admin,Recomendeitor,"[155, 133, 87]",915,"['short', 'live', 'movie']",9,3,837,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 10, 20), datetime.date(2022, 11, 22), datetime.date(2021, 11, 2)]",3.83,93.0,91.48,1.0,1.0
473,473,640,content_creator,Recomendeitor,"[65, 180]",526,"['short', 'live']",4,2,498,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 6, 5), datetime.date(2022, 7, 31)]",2.00,124.5,94.68,1.0,2.0
474,474,641,moderator,Recomendeitor_Plus,"[64, 37]",918,"['series', 'movie']",6,2,618,['Recomendeitor'],3,"[datetime.date(2021, 9, 17), datetime.date(2021, 4, 29)]",2.90,103.0,67.32,1.0,0.67
475,475,643,consumer,Recomendeitor_Plus,"[38, 190]",132,['short'],4,2,376,['Recomendeitor_Plus'],2,"[datetime.date(2022, 6, 30), datetime.date(2021, 8, 23)]",2.00,94.0,284.85,1.0,1.0
476,476,644,admin,Recomendeitor,"[32, 178, 103]",1083,"['short', 'live', 'series']",9,3,630,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 3, 3), datetime.date(2022, 6, 12), datetime.date(2022, 10, 10)]",3.07,70.0,58.17,1.0,1.0
477,477,645,moderator,Recomendeitor,"[98, 171, 133]",530,"['documentary', 'series', 'movie']",6,3,476,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 3, 7), datetime.date(2022, 11, 9), datetime.date(2022, 11, 27)]",3.97,79.33,89.81,1.0,1.5
478,478,646,content_creator,Recomendeitor_Plus,"[100, 193, 138, 140]",7845,"['series', 'movie']",60,4,7020,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 9, 2), datetime.date(2021, 5, 25), datetime.date(2021, 3, 24), datetime.date(2021, 3, 9)]",3.80,117.0,89.48,1.0,0.8
479,479,648,content_creator,Recomendeitor,[130],291,['live'],3,1,30,['Recomendeitor_Plus'],3,"[datetime.date(2022, 10, 2)]",3.00,10.0,10.31,1.0,0.33
480,480,649,consumer,Recomendeitor,"[128, 146, 6]",4152,"['short', 'documentary', 'movie']",36,3,4476,['Recomendeitor'],6,"[datetime.date(2021, 12, 1), datetime.date(2021, 6, 11), datetime.date(2022, 2, 3)]",2.73,124.33,107.8,1.0,0.5
